UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1472878807,9/2/2016 12:00:00 AM,19:00:07,2.25,55,30.45,97,69.42,3.37,06:07:00,18:37:00
1472879105,9/2/2016 12:00:00 AM,19:05:05,2.45,55,30.45,97,64.35,3.37,06:07:00,18:37:00
1472879405,9/2/2016 12:00:00 AM,19:10:05,2.34,55,30.45,98,97.68,3.37,06:07:00,18:37:00
1472879704,9/2/2016 12:00:00 AM,19:15:04,1.95,55,30.45,98,126.89,4.5,06:07:00,18:37:00
1472880007,9/2/2016 12:00:00 AM,19:20:07,3.44,55,30.45,99,89.7,4.5,06:07:00,18:37:00
1472880303,9/2/2016 12:00:00 AM,19:25:03,3.45,55,30.45,99,122.05,3.37,06:07:00,18:37:00
1472880605,9/2/2016 12:00:00 AM,19:30:05,3.17,55,30.45,99,1.85,2.25,06:07:00,18:37:00
1472880905,9/2/2016 12:00:00 AM,19:35:05,3.04,55,30.45,99,61.51,9.0,06:07:00,18:37:00
1472881203,9/2/2016 12:00:00 AM,19:40:03,3.07,55,30.45,99,41.29,4.5,06:07:00,18:37:00
1472881510,9/2/2016 12:00:00 AM,19:45:10,2.93,55,30.45,100,82.88,2.25,06:07:00,18:37:00
1472881804,9/2/2016 12:00:00 AM,19:50:04,2.75,54,30.45,100,63.32,1.12,06:07:00,18:37:00
1472882109,9/2/2016 12:00:00 AM,19:55:09,2.5,54,30.45,100,37.6,5.62,06:07:00,18:37:00
1472882404,9/2/2016 12:00:00 AM,20:00:04,2.31,55,30.45,100,105.88,4.5,06:07:00,18:37:00
1472882707,9/2/2016 12:00:00 AM,20:05:07,2.56,54,30.46,100,75.43,3.37,06:07:00,18:37:00
1472883003,9/2/2016 12:00:00 AM,20:10:03,2.59,54,30.46,100,66.1,3.37,06:07:00,18:37:00
1472883306,9/2/2016 12:00:00 AM,20:15:06,2.87,54,30.46,100,94.14,4.5,06:07:00,18:37:00
1472883604,9/2/2016 12:00:00 AM,20:20:04,2.89,54,30.46,100,68.9,2.25,06:07:00,18:37:00
1472883904,9/2/2016 12:00:00 AM,20:25:04,2.93,54,30.46,100,72.97,5.62,06:07:00,18:37:00
1472884205,9/2/2016 12:00:00 AM,20:30:05,2.81,54,30.46,100,70.4,2.25,06:07:00,18:37:00
1472884503,9/2/2016 12:00:00 AM,20:35:03,2.77,54,30.46,100,6.69,2.25,06:07:00,18:37:00
1472884806,9/2/2016 12:00:00 AM,20:40:06,2.59,54,30.46,100,84.31,1.12,06:07:00,18:37:00
1472885109,9/2/2016 12:00:00 AM,20:45:09,2.42,53,30.46,100,142.16,6.75,06:07:00,18:37:00
1472885406,9/2/2016 12:00:00 AM,20:50:06,2.41,53,30.46,101,149.48,1.12,06:07:00,18:37:00
1472885702,9/2/2016 12:00:00 AM,20:55:02,2.54,53,30.46,101,142.9,1.12,06:07:00,18:37:00
1472886005,9/2/2016 12:00:00 AM,21:00:05,2.45,53,30.46,101,150.4,6.75,06:07:00,18:37:00
1472886307,9/2/2016 12:00:00 AM,21:05:07,1.89,53,30.46,101,153.54,7.87,06:07:00,18:37:00
1472886604,9/2/2016 12:00:00 AM,21:10:04,1.9,53,30.46,101,159.11,4.5,06:07:00,18:37:00
1472886906,9/2/2016 12:00:00 AM,21:15:06,1.95,54,30.46,101,145.7,6.75,06:07:00,18:37:00
1472887208,9/2/2016 12:00:00 AM,21:20:08,1.67,54,30.46,101,152.6,3.37,06:07:00,18:37:00
1472887503,9/2/2016 12:00:00 AM,21:25:03,2.17,54,30.47,101,129.56,4.5,06:07:00,18:37:00
1472887805,9/2/2016 12:00:00 AM,21:30:05,1.85,54,30.47,101,100.16,5.62,06:07:00,18:37:00
1472888111,9/2/2016 12:00:00 AM,21:35:11,1.79,54,30.46,101,116.62,5.62,06:07:00,18:37:00
1472888402,9/2/2016 12:00:00 AM,21:40:02,1.99,54,30.46,101,108.21,6.75,06:07:00,18:37:00
1472888704,9/2/2016 12:00:00 AM,21:45:04,2.84,54,30.46,101,150.67,6.75,06:07:00,18:37:00
1472889005,9/2/2016 12:00:00 AM,21:50:05,1.79,53,30.46,101,154.92,7.87,06:07:00,18:37:00
1472889307,9/2/2016 12:00:00 AM,21:55:07,1.72,53,30.46,101,164.58,9.0,06:07:00,18:37:00
1472889603,9/2/2016 12:00:00 AM,22:00:03,2.08,53,30.46,101,139.16,4.5,06:07:00,18:37:00
1472889910,9/2/2016 12:00:00 AM,22:05:10,1.86,53,30.46,100,153.52,3.37,06:07:00,18:37:00
1472890210,9/2/2016 12:00:00 AM,22:10:10,1.93,53,30.46,100,106.72,3.37,06:07:00,18:37:00
1472890506,9/2/2016 12:00:00 AM,22:15:06,1.86,53,30.46,100,180.47,3.37,06:07:00,18:37:00
1472890802,9/2/2016 12:00:00 AM,22:20:02,2.02,53,30.46,99,131.09,3.37,06:07:00,18:37:00
1472891105,9/2/2016 12:00:00 AM,22:25:05,2.27,53,30.46,99,78.28,5.62,06:07:00,18:37:00
1472891405,9/2/2016 12:00:00 AM,22:30:05,1.93,53,30.46,99,133.96,3.37,06:07:00,18:37:00
1472891704,9/2/2016 12:00:00 AM,22:35:04,2.32,53,30.46,99,125.28,0.0,06:07:00,18:37:00
1472892003,9/2/2016 12:00:00 AM,22:40:03,2.8,53,30.46,99,122.1,2.25,06:07:00,18:37:00
1472892303,9/2/2016 12:00:00 AM,22:45:03,3.19,53,30.46,99,92.95,3.37,06:07:00,18:37:00
1472892604,9/2/2016 12:00:00 AM,22:50:04,2.92,53,30.46,99,125.75,4.5,06:07:00,18:37:00
1472892905,9/2/2016 12:00:00 AM,22:55:05,2.75,53,30.46,99,189.13,3.37,06:07:00,18:37:00
1472893207,9/2/2016 12:00:00 AM,23:00:07,2.66,53,30.46,99,144.3,4.5,06:07:00,18:37:00
1472893502,9/2/2016 12:00:00 AM,23:05:02,2.76,53,30.46,99,157.36,6.75,06:07:00,18:37:00
1472893803,9/2/2016 12:00:00 AM,23:10:03,2.85,53,30.45,99,176.24,5.62,06:07:00,18:37:00
1472894105,9/2/2016 12:00:00 AM,23:15:05,3.27,52,30.45,99,118.47,6.75,06:07:00,18:37:00
1472894406,9/2/2016 12:00:00 AM,23:20:06,3.34,53,30.45,99,113.9,0.0,06:07:00,18:37:00
1472894705,9/2/2016 12:00:00 AM,23:25:05,2.64,53,30.45,99,165.25,3.37,06:07:00,18:37:00
1472895002,9/2/2016 12:00:00 AM,23:30:02,2.66,53,30.45,98,148.44,6.75,06:07:00,18:37:00
1472895303,9/2/2016 12:00:00 AM,23:35:03,2.59,53,30.45,98,155.45,4.5,06:07:00,18:37:00
1472895603,9/2/2016 12:00:00 AM,23:40:03,3.03,53,30.45,98,135.92,5.62,06:07:00,18:37:00
1472895903,9/2/2016 12:00:00 AM,23:45:03,2.56,53,30.45,98,159.27,4.5,06:07:00,18:37:00
1472896207,9/2/2016 12:00:00 AM,23:50:07,2.21,53,30.45,98,139.0,4.5,06:07:00,18:37:00
1472896506,9/2/2016 12:00:00 AM,23:55:06,2.06,53,30.45,98,150.52,5.62,06:07:00,18:37:00
1472896804,9/3/2016 12:00:00 AM,00:00:04,2.01,53,30.45,98,149.37,4.5,06:08:00,18:36:00
1472897106,9/3/2016 12:00:00 AM,00:05:06,2.25,53,30.45,97,151.71,5.62,06:08:00,18:36:00
1472897705,9/3/2016 12:00:00 AM,00:15:05,1.85,52,30.44,97,166.45,4.5,06:08:00,18:36:00
1472898006,9/3/2016 12:00:00 AM,00:20:06,1.8,52,30.44,97,150.87,5.62,06:08:00,18:36:00
1472898906,9/3/2016 12:00:00 AM,00:35:06,1.7,53,30.44,97,167.49,7.87,06:08:00,18:36:00
1472899209,9/3/2016 12:00:00 AM,00:40:09,1.66,53,30.44,97,159.7,4.5,06:08:00,18:36:00
1472899505,9/3/2016 12:00:00 AM,00:45:05,1.91,53,30.43,97,179.48,5.62,06:08:00,18:36:00
1472899806,9/3/2016 12:00:00 AM,00:50:06,1.68,53,30.43,97,175.33,5.62,06:08:00,18:36:00
1472900105,9/3/2016 12:00:00 AM,00:55:05,1.88,53,30.43,97,171.52,6.75,06:08:00,18:36:00
1472900405,9/3/2016 12:00:00 AM,01:00:05,3.86,53,30.43,97,136.8,2.25,06:08:00,18:36:00
1472900707,9/3/2016 12:00:00 AM,01:05:07,3.59,53,30.43,97,150.76,4.5,06:08:00,18:36:00
1472901005,9/3/2016 12:00:00 AM,01:10:05,3.19,53,30.43,96,171.24,4.5,06:08:00,18:36:00
1472901304,9/3/2016 12:00:00 AM,01:15:04,2.74,53,30.42,96,162.06,5.62,06:08:00,18:36:00
1472901606,9/3/2016 12:00:00 AM,01:20:06,2.19,52,30.42,96,187.44,3.37,06:08:00,18:36:00
1472901905,9/3/2016 12:00:00 AM,01:25:05,4.33,52,30.42,96,164.92,5.62,06:08:00,18:36:00
1472902204,9/3/2016 12:00:00 AM,01:30:04,2.99,52,30.42,96,177.14,4.5,06:08:00,18:36:00
1472902506,9/3/2016 12:00:00 AM,01:35:06,3.01,52,30.42,96,174.69,6.75,06:08:00,18:36:00
1472902803,9/3/2016 12:00:00 AM,01:40:03,2.23,52,30.42,96,186.93,3.37,06:08:00,18:36:00
1472903107,9/3/2016 12:00:00 AM,01:45:07,3.64,52,30.42,96,157.98,4.5,06:08:00,18:36:00
1472903408,9/3/2016 12:00:00 AM,01:50:08,2.69,52,30.42,96,174.26,5.62,06:08:00,18:36:00
1472903703,9/3/2016 12:00:00 AM,01:55:03,2.13,52,30.42,96,163.78,4.5,06:08:00,18:36:00
1472904005,9/3/2016 12:00:00 AM,02:00:05,2.22,52,30.42,96,194.01,5.62,06:08:00,18:36:00
1472904303,9/3/2016 12:00:00 AM,02:05:03,1.99,52,30.42,97,190.08,6.75,06:08:00,18:36:00
1472904608,9/3/2016 12:00:00 AM,02:10:08,1.88,52,30.41,97,190.41,6.75,06:08:00,18:36:00
1472904905,9/3/2016 12:00:00 AM,02:15:05,1.94,52,30.41,96,182.21,10.12,06:08:00,18:36:00
1472905204,9/3/2016 12:00:00 AM,02:20:04,1.89,52,30.41,96,172.63,9.0,06:08:00,18:36:00
1472905504,9/3/2016 12:00:00 AM,02:25:04,1.94,52,30.41,95,175.67,7.87,06:08:00,18:36:00
1472905804,9/3/2016 12:00:00 AM,02:30:04,2.35,52,30.41,95,177.36,3.37,06:08:00,18:36:00
1472906105,9/3/2016 12:00:00 AM,02:35:05,3.2,53,30.41,94,170.1,3.37,06:08:00,18:36:00
1472906406,9/3/2016 12:00:00 AM,02:40:06,3.27,53,30.41,93,134.94,4.5,06:08:00,18:36:00
1472906705,9/3/2016 12:00:00 AM,02:45:05,1.98,53,30.41,92,157.37,3.37,06:08:00,18:36:00
1472907007,9/3/2016 12:00:00 AM,02:50:07,2.17,53,30.41,91,157.61,2.25,06:08:00,18:36:00
1472907306,9/3/2016 12:00:00 AM,02:55:06,3.49,53,30.41,93,49.39,1.12,06:08:00,18:36:00
1472907602,9/3/2016 12:00:00 AM,03:00:02,3.56,52,30.41,93,49.79,3.37,06:08:00,18:36:00
1472907905,9/3/2016 12:00:00 AM,03:05:05,3.9,52,30.41,96,222.03,3.37,06:08:00,18:36:00
1472908202,9/3/2016 12:00:00 AM,03:10:02,3.6,52,30.41,95,224.37,3.37,06:08:00,18:36:00
1472908503,9/3/2016 12:00:00 AM,03:15:03,3.51,51,30.41,96,212.35,3.37,06:08:00,18:36:00
1472908806,9/3/2016 12:00:00 AM,03:20:06,3.25,51,30.4,95,182.81,6.75,06:08:00,18:36:00
1472909104,9/3/2016 12:00:00 AM,03:25:04,2.8,51,30.41,94,163.34,4.5,06:08:00,18:36:00
1472909405,9/3/2016 12:00:00 AM,03:30:05,2.78,51,30.41,93,354.73,2.25,06:08:00,18:36:00
1472909709,9/3/2016 12:00:00 AM,03:35:09,3.15,52,30.41,96,292.05,4.5,06:08:00,18:36:00
1472910005,9/3/2016 12:00:00 AM,03:40:05,3.36,52,30.41,97,248.4,3.37,06:08:00,18:36:00
1472910303,9/3/2016 12:00:00 AM,03:45:03,3.05,51,30.41,96,254.07,4.5,06:08:00,18:36:00
1472910603,9/3/2016 12:00:00 AM,03:50:03,2.86,51,30.41,96,262.74,5.62,06:08:00,18:36:00
1472910904,9/3/2016 12:00:00 AM,03:55:04,2.6,51,30.4,97,257.32,4.5,06:08:00,18:36:00
1472911208,9/3/2016 12:00:00 AM,04:00:08,2.56,52,30.41,97,289.34,6.75,06:08:00,18:36:00
1472911506,9/3/2016 12:00:00 AM,04:05:06,3.05,52,30.4,96,251.72,7.87,06:08:00,18:36:00
1472911809,9/3/2016 12:00:00 AM,04:10:09,3.01,51,30.4,96,233.3,6.75,06:08:00,18:36:00
1472912104,9/3/2016 12:00:00 AM,04:15:04,2.94,51,30.4,96,242.9,5.62,06:08:00,18:36:00
1472912405,9/3/2016 12:00:00 AM,04:20:05,2.95,51,30.4,95,236.83,6.75,06:08:00,18:36:00
1472912706,9/3/2016 12:00:00 AM,04:25:06,2.9,51,30.4,94,226.82,6.75,06:08:00,18:36:00
1472913003,9/3/2016 12:00:00 AM,04:30:03,2.87,51,30.4,93,222.6,7.87,06:08:00,18:36:00
1472913307,9/3/2016 12:00:00 AM,04:35:07,2.95,51,30.4,92,223.25,6.75,06:08:00,18:36:00
1472913605,9/3/2016 12:00:00 AM,04:40:05,2.72,51,30.4,91,224.81,7.87,06:08:00,18:36:00
1472913903,9/3/2016 12:00:00 AM,04:45:03,2.66,51,30.41,91,209.36,5.62,06:08:00,18:36:00
1472914204,9/3/2016 12:00:00 AM,04:50:04,2.44,51,30.41,92,222.49,4.5,06:08:00,18:36:00
1472914506,9/3/2016 12:00:00 AM,04:55:06,2.54,51,30.41,92,202.26,7.87,06:08:00,18:36:00
1472914803,9/3/2016 12:00:00 AM,05:00:03,2.55,50,30.4,92,214.01,5.62,06:08:00,18:36:00
1472915104,9/3/2016 12:00:00 AM,05:05:04,2.3,50,30.41,93,214.44,6.75,06:08:00,18:36:00
1472915405,9/3/2016 12:00:00 AM,05:10:05,2.23,50,30.41,94,212.66,5.62,06:08:00,18:36:00
1472915703,9/3/2016 12:00:00 AM,05:15:03,2.5,50,30.41,94,213.73,9.0,06:08:00,18:36:00
1472916008,9/3/2016 12:00:00 AM,05:20:08,2.76,50,30.41,93,216.23,7.87,06:08:00,18:36:00
1472916305,9/3/2016 12:00:00 AM,05:25:05,2.13,50,30.41,93,209.34,9.0,06:08:00,18:36:00
1472916605,9/3/2016 12:00:00 AM,05:30:05,1.92,50,30.41,92,226.93,7.87,06:08:00,18:36:00
1472916908,9/3/2016 12:00:00 AM,05:35:08,1.92,51,30.41,92,223.9,6.75,06:08:00,18:36:00
1472917204,9/3/2016 12:00:00 AM,05:40:04,1.75,51,30.42,92,205.34,6.75,06:08:00,18:36:00
1472917505,9/3/2016 12:00:00 AM,05:45:05,1.74,51,30.42,92,210.19,9.0,06:08:00,18:36:00
1472917804,9/3/2016 12:00:00 AM,05:50:04,1.63,50,30.42,92,203.85,6.75,06:08:00,18:36:00
1472918103,9/3/2016 12:00:00 AM,05:55:03,1.87,50,30.42,92,211.26,9.0,06:08:00,18:36:00
1472918405,9/3/2016 12:00:00 AM,06:00:05,4.46,50,30.42,92,207.47,7.87,06:08:00,18:36:00
1472918711,9/3/2016 12:00:00 AM,06:05:11,6.04,51,30.42,92,212.11,5.62,06:08:00,18:36:00
1472919007,9/3/2016 12:00:00 AM,06:10:07,7.94,50,30.42,92,210.22,9.0,06:08:00,18:36:00
1472919307,9/3/2016 12:00:00 AM,06:15:07,10.01,50,30.42,92,212.26,6.75,06:08:00,18:36:00
1472919606,9/3/2016 12:00:00 AM,06:20:06,13.29,50,30.42,92,205.0,7.87,06:08:00,18:36:00
1472919902,9/3/2016 12:00:00 AM,06:25:02,14.37,50,30.42,93,205.64,7.87,06:08:00,18:36:00
1472920208,9/3/2016 12:00:00 AM,06:30:08,16.21,50,30.42,93,207.52,7.87,06:08:00,18:36:00
1472920504,9/3/2016 12:00:00 AM,06:35:04,16.42,50,30.42,94,217.15,5.62,06:08:00,18:36:00
1472920803,9/3/2016 12:00:00 AM,06:40:03,17.96,50,30.42,94,215.65,5.62,06:08:00,18:36:00
1472921104,9/3/2016 12:00:00 AM,06:45:04,18.74,51,30.42,94,249.83,5.62,06:08:00,18:36:00
1472921404,9/3/2016 12:00:00 AM,06:50:04,19.61,51,30.42,93,244.72,6.75,06:08:00,18:36:00
1472921705,9/3/2016 12:00:00 AM,06:55:05,139.01,52,30.42,93,244.36,10.12,06:08:00,18:36:00
1472922002,9/3/2016 12:00:00 AM,07:00:02,170.13,53,30.42,92,236.64,9.0,06:08:00,18:36:00
1472922307,9/3/2016 12:00:00 AM,07:05:07,194.02,53,30.43,92,236.54,9.0,06:08:00,18:36:00
1472922608,9/3/2016 12:00:00 AM,07:10:08,217.24,54,30.43,91,231.77,9.0,06:08:00,18:36:00
1472922905,9/3/2016 12:00:00 AM,07:15:05,241.77,54,30.43,91,232.01,5.62,06:08:00,18:36:00
1472923203,9/3/2016 12:00:00 AM,07:20:03,267.21,55,30.43,91,240.25,6.75,06:08:00,18:36:00
1472923504,9/3/2016 12:00:00 AM,07:25:04,289.96,55,30.43,91,225.88,9.0,06:08:00,18:36:00
1472923808,9/3/2016 12:00:00 AM,07:30:08,311.13,55,30.43,90,228.6,7.87,06:08:00,18:36:00
1472924104,9/3/2016 12:00:00 AM,07:35:04,329.47,56,30.43,90,234.19,7.87,06:08:00,18:36:00
1472924405,9/3/2016 12:00:00 AM,07:40:05,350.1,56,30.44,88,256.97,7.87,06:08:00,18:36:00
1472924708,9/3/2016 12:00:00 AM,07:45:08,370.36,57,30.44,87,265.93,6.75,06:08:00,18:36:00
1472925004,9/3/2016 12:00:00 AM,07:50:04,390.03,57,30.44,88,289.63,10.12,06:08:00,18:36:00
1472925305,9/3/2016 12:00:00 AM,07:55:05,410.34,57,30.44,90,294.97,7.87,06:08:00,18:36:00
1472925603,9/3/2016 12:00:00 AM,08:00:03,431.45,57,30.44,91,271.55,9.0,06:08:00,18:36:00
1472925903,9/3/2016 12:00:00 AM,08:05:03,451.16,57,30.44,90,266.07,13.5,06:08:00,18:36:00
1472926209,9/3/2016 12:00:00 AM,08:10:09,469.79,57,30.44,89,262.74,11.25,06:08:00,18:36:00
1472926506,9/3/2016 12:00:00 AM,08:15:06,487.66,57,30.44,88,258.06,10.12,06:08:00,18:36:00
1472926804,9/3/2016 12:00:00 AM,08:20:04,505.59,58,30.44,87,239.2,7.87,06:08:00,18:36:00
1472927105,9/3/2016 12:00:00 AM,08:25:05,525.48,58,30.45,86,284.02,6.75,06:08:00,18:36:00
1472927406,9/3/2016 12:00:00 AM,08:30:06,545.26,58,30.45,86,310.89,11.25,06:08:00,18:36:00
1472927709,9/3/2016 12:00:00 AM,08:35:09,563.82,59,30.45,85,292.79,6.75,06:08:00,18:36:00
1472928006,9/3/2016 12:00:00 AM,08:40:06,271.8,59,30.45,87,314.48,5.62,06:08:00,18:36:00
1472928307,9/3/2016 12:00:00 AM,08:45:07,602.55,59,30.45,86,260.24,5.62,06:08:00,18:36:00
1472928603,9/3/2016 12:00:00 AM,08:50:03,621.21,59,30.45,87,311.36,5.62,06:08:00,18:36:00
1472928902,9/3/2016 12:00:00 AM,08:55:02,641.15,59,30.45,87,313.68,7.87,06:08:00,18:36:00
1472929207,9/3/2016 12:00:00 AM,09:00:07,665.26,59,30.45,85,277.69,3.37,06:08:00,18:36:00
1472929502,9/3/2016 12:00:00 AM,09:05:02,683.91,60,30.45,82,307.37,4.5,06:08:00,18:36:00
1472929807,9/3/2016 12:00:00 AM,09:10:07,724.96,60,30.45,85,275.95,4.5,06:08:00,18:36:00
1472930107,9/3/2016 12:00:00 AM,09:15:07,754.28,60,30.45,82,168.54,9.0,06:08:00,18:36:00
1472930402,9/3/2016 12:00:00 AM,09:20:02,771.37,60,30.46,82,301.0,5.62,06:08:00,18:36:00
1472930703,9/3/2016 12:00:00 AM,09:25:03,435.19,60,30.46,84,300.75,10.12,06:08:00,18:36:00
1472931305,9/3/2016 12:00:00 AM,09:35:05,294.44,60,30.46,85,311.86,9.0,06:08:00,18:36:00
1472931605,9/3/2016 12:00:00 AM,09:40:05,739.38,60,30.46,84,310.31,10.12,06:08:00,18:36:00
1472931908,9/3/2016 12:00:00 AM,09:45:08,938.35,60,30.46,86,318.52,9.0,06:08:00,18:36:00
1472932203,9/3/2016 12:00:00 AM,09:50:03,734.06,60,30.46,85,310.61,9.0,06:08:00,18:36:00
1472932509,9/3/2016 12:00:00 AM,09:55:09,435.7,61,30.46,84,312.9,10.12,06:08:00,18:36:00
1472932811,9/3/2016 12:00:00 AM,10:00:11,479.44,61,30.46,82,341.14,4.5,06:08:00,18:36:00
1472933105,9/3/2016 12:00:00 AM,10:05:05,693.26,61,30.46,81,299.44,7.87,06:08:00,18:36:00
1472933403,9/3/2016 12:00:00 AM,10:10:03,696.79,61,30.46,83,336.93,12.37,06:08:00,18:36:00
1472933703,9/3/2016 12:00:00 AM,10:15:03,1088.09,61,30.46,84,358.82,3.37,06:08:00,18:36:00
1472934003,9/3/2016 12:00:00 AM,10:20:03,675.33,62,30.46,82,330.16,10.12,06:08:00,18:36:00
1472934304,9/3/2016 12:00:00 AM,10:25:04,304.57,62,30.46,80,336.32,5.62,06:08:00,18:36:00
1472934602,9/3/2016 12:00:00 AM,10:30:02,430.17,62,30.46,81,323.35,10.12,06:08:00,18:36:00
1472934907,9/3/2016 12:00:00 AM,10:35:07,663.01,62,30.46,78,341.59,3.37,06:08:00,18:36:00
1472935208,9/3/2016 12:00:00 AM,10:40:08,386.09,62,30.46,79,314.26,6.75,06:08:00,18:36:00
1472935505,9/3/2016 12:00:00 AM,10:45:05,865.52,62,30.46,81,341.92,7.87,06:08:00,18:36:00
1472935805,9/3/2016 12:00:00 AM,10:50:05,398.25,62,30.46,80,339.23,12.37,06:08:00,18:36:00
1472936104,9/3/2016 12:00:00 AM,10:55:04,467.61,62,30.46,80,336.3,10.12,06:08:00,18:36:00
1472936402,9/3/2016 12:00:00 AM,11:00:02,464.71,63,30.46,78,344.41,5.62,06:08:00,18:36:00
1472936704,9/3/2016 12:00:00 AM,11:05:04,289.74,63,30.46,79,338.66,11.25,06:08:00,18:36:00
1472937006,9/3/2016 12:00:00 AM,11:10:06,225.56,63,30.46,80,331.91,5.62,06:08:00,18:36:00
1472937303,9/3/2016 12:00:00 AM,11:15:03,247.89,63,30.46,81,359.0,9.0,06:08:00,18:36:00
1472937602,9/3/2016 12:00:00 AM,11:20:02,215.95,62,30.46,78,321.64,6.75,06:08:00,18:36:00
1472937902,9/3/2016 12:00:00 AM,11:25:02,150.5,62,30.46,81,332.41,11.25,06:08:00,18:36:00
1472938203,9/3/2016 12:00:00 AM,11:30:03,176.47,62,30.46,81,317.16,9.0,06:08:00,18:36:00
1472938503,9/3/2016 12:00:00 AM,11:35:03,201.05,62,30.46,79,341.05,6.75,06:08:00,18:36:00
1472938804,9/3/2016 12:00:00 AM,11:40:04,128.77,62,30.46,87,359.37,4.5,06:08:00,18:36:00
1472939105,9/3/2016 12:00:00 AM,11:45:05,206.03,61,30.45,86,357.86,3.37,06:08:00,18:36:00
1472939403,9/3/2016 12:00:00 AM,11:50:03,102.8,61,30.45,89,53.33,3.37,06:08:00,18:36:00
1472939702,9/3/2016 12:00:00 AM,11:55:02,182.37,60,30.45,92,33.94,6.75,06:08:00,18:36:00
1472940004,9/3/2016 12:00:00 AM,12:00:04,60.84,60,30.45,93,23.87,5.62,06:08:00,18:36:00
1472940309,9/3/2016 12:00:00 AM,12:05:09,32.15,59,30.45,95,5.42,5.62,06:08:00,18:36:00
1472940603,9/3/2016 12:00:00 AM,12:10:03,57.3,59,30.45,95,116.78,3.37,06:08:00,18:36:00
1472940907,9/3/2016 12:00:00 AM,12:15:07,126.84,59,30.45,96,94.79,2.25,06:08:00,18:36:00
1472941204,9/3/2016 12:00:00 AM,12:20:04,139.61,58,30.45,96,6.98,2.25,06:08:00,18:36:00
1472941505,9/3/2016 12:00:00 AM,12:25:05,182.15,58,30.45,96,95.7,4.5,06:08:00,18:36:00
1472941806,9/3/2016 12:00:00 AM,12:30:06,131.56,58,30.45,96,128.93,5.62,06:08:00,18:36:00
1472942106,9/3/2016 12:00:00 AM,12:35:06,99.43,58,30.45,96,132.36,4.5,06:08:00,18:36:00
1472942403,9/3/2016 12:00:00 AM,12:40:03,109.98,58,30.45,96,140.63,4.5,06:08:00,18:36:00
1472942704,9/3/2016 12:00:00 AM,12:45:04,134.28,58,30.45,97,89.09,4.5,06:08:00,18:36:00
1472943007,9/3/2016 12:00:00 AM,12:50:07,150.55,58,30.44,97,86.73,6.75,06:08:00,18:36:00
1472943303,9/3/2016 12:00:00 AM,12:55:03,182.19,57,30.44,98,103.45,4.5,06:08:00,18:36:00
1472943608,9/3/2016 12:00:00 AM,13:00:08,173.79,57,30.44,98,42.5,1.12,06:08:00,18:36:00
1472943906,9/3/2016 12:00:00 AM,13:05:06,129.98,57,30.44,98,100.04,2.25,06:08:00,18:36:00
1472944209,9/3/2016 12:00:00 AM,13:10:09,192.03,57,30.44,99,74.82,3.37,06:08:00,18:36:00
1472944504,9/3/2016 12:00:00 AM,13:15:04,176.7,57,30.44,99,108.6,6.75,06:08:00,18:36:00
1472944802,9/3/2016 12:00:00 AM,13:20:02,144.64,57,30.43,99,68.57,5.62,06:08:00,18:36:00
1472945105,9/3/2016 12:00:00 AM,13:25:05,115.67,57,30.43,99,62.15,3.37,06:08:00,18:36:00
1472945404,9/3/2016 12:00:00 AM,13:30:04,104.32,57,30.43,99,100.93,2.25,06:08:00,18:36:00
1472945705,9/3/2016 12:00:00 AM,13:35:05,126.81,57,30.43,99,38.92,0.0,06:08:00,18:36:00
1472946007,9/3/2016 12:00:00 AM,13:40:07,190.01,57,30.43,99,42.72,3.37,06:08:00,18:36:00
1472946303,9/3/2016 12:00:00 AM,13:45:03,195.52,57,30.43,99,40.94,3.37,06:08:00,18:36:00
1472946603,9/3/2016 12:00:00 AM,13:50:03,129.59,58,30.43,99,66.83,3.37,06:08:00,18:36:00
1472946902,9/3/2016 12:00:00 AM,13:55:02,101.85,57,30.43,99,146.07,0.0,06:08:00,18:36:00
1472947205,9/3/2016 12:00:00 AM,14:00:05,109.21,58,30.43,99,52.46,2.25,06:08:00,18:36:00
1472947504,9/3/2016 12:00:00 AM,14:05:04,145.06,58,30.43,98,62.61,3.37,06:08:00,18:36:00
1472947802,9/3/2016 12:00:00 AM,14:10:02,165.49,58,30.43,98,164.47,5.62,06:08:00,18:36:00
1472948107,9/3/2016 12:00:00 AM,14:15:07,143.7,58,30.43,98,84.38,4.5,06:08:00,18:36:00
1472948405,9/3/2016 12:00:00 AM,14:20:05,107.4,58,30.43,98,85.15,2.25,06:08:00,18:36:00
1472948705,9/3/2016 12:00:00 AM,14:25:05,84.5,57,30.43,98,82.34,5.62,06:08:00,18:36:00
1472949007,9/3/2016 12:00:00 AM,14:30:07,98.3,57,30.43,98,147.86,3.37,06:08:00,18:36:00
1472949303,9/3/2016 12:00:00 AM,14:35:03,81.35,57,30.43,98,77.83,1.12,06:08:00,18:36:00
1472949607,9/3/2016 12:00:00 AM,14:40:07,60.64,57,30.43,98,77.38,4.5,06:08:00,18:36:00
1472949902,9/3/2016 12:00:00 AM,14:45:02,44.8,57,30.43,98,78.27,2.25,06:08:00,18:36:00
1472950203,9/3/2016 12:00:00 AM,14:50:03,49.82,57,30.43,98,48.44,1.12,06:08:00,18:36:00
1472950505,9/3/2016 12:00:00 AM,14:55:05,58.4,57,30.42,98,143.14,3.37,06:08:00,18:36:00
